KNN9,R2_2_6.txt,10.0,0.56,0.22,5.0,0.42,2670
KNN9,RC1_6_6.txt,10.0,0.33,0.58,5.0,0.58,17045
KNN9,RC1_2_9.txt,15.0,0.6,0.32,7.0,0.49,3096
KNN9,R1_6_1.txt,10.0,0.28,0.58,5.0,0.62,21627
KNN9,R1_4_7.txt,10.0,0.36,0.64,5.0,0.36,7728
KNN9,R2_6_4.txt,10.0,0.34,0.67,5.0,0.49,8253
KNN9,RC1_6_8.txt,10.0,0.67,0.67,5.0,0.64,16375
KNN9,R1_4_5.txt,10.0,0.38,0.47,5.0,0.33,9271
KNN9,RC1_10_4.txt,10.0,0.22,0.56,5.0,0.6,43094
KNN9,R1_10_4.txt,10.0,0.17,0.5,5.0,0.6,44792
KNN9,C1_2_9.txt,10.0,0.49,0.24,5.0,0.44,2655
KNN9,C1_2_6.txt,31.0,0.52,0.26,13.0,0.37,2686
KNN9,R2_4_5.txt,10.0,0.6,0.31,5.0,0.33,6615
KNN9,R2_10_10.txt,10.0,0.53,0.56,5.0,0.78,31533
KNN9,RC2_6_6.txt,10.0,0.43,0.49,5.0,0.6,11191
KNN9,C1_6_2.txt,10.0,0.46,0.51,5.0,0.31,14004
KNN9,RC2_8_10.txt,10.0,0.62,0.58,5.0,0.71,14999
KNN9,RC2_2_2.txt,16.0,0.5,0.4,11.0,0.53,2478
KNN9,C2_8_2.txt,12.0,0.48,0.64,5.0,0.58,11659
KNN9,C1_6_7.txt,10.0,0.51,0.58,5.0,0.4,14011
KNN9,RC1_10_9.txt,10.0,0.28,0.69,5.0,0.6,45938
KNN9,C2_8_5.txt,11.0,0.48,0.6,5.0,0.51,11409
KNN9,R2_2_3.txt,10.0,0.46,0.44,15.0,0.53,2536
KNN9,R2_6_10.txt,10.0,0.62,0.51,5.0,0.78,12174
KNN9,RC2_8_8.txt,10.0,0.37,0.6,5.0,0.76,16287
KNN9,RC1_4_3.txt,10.0,0.56,0.71,5.0,0.51,7577
KNN9,C2_6_10.txt,10.0,0.62,0.4,5.0,0.51,7230
KNN9,R2_8_10.txt,10.0,0.28,0.62,5.0,0.73,21115
KNN9,RC2_10_1.txt,10.0,0.48,0.49,5.0,0.76,29315
KNN9,RC1_10_8.txt,10.0,0.3,0.73,5.0,0.49,46458
KNN9,C2_6_3.txt,10.0,0.58,0.38,5.0,0.51,7264
KNN9,RC1_6_2.txt,10.0,0.21,0.69,5.0,0.49,16521
KNN9,R1_8_5.txt,10.0,0.48,0.56,5.0,0.71,34912
KNN9,C2_6_6.txt,10.0,0.6,0.4,5.0,0.53,7451
KNN9,R2_8_1.txt,10.0,0.53,0.49,5.0,0.78,26128
KNN9,RC2_4_3.txt,26.0,0.62,0.44,8.0,0.4,4613
KNN9,C1_6_6.txt,12.0,0.5,0.51,5.0,0.32,14039
KNN9,RC1_6_10.txt,10.0,0.24,0.38,5.0,0.62,16322
KNN9,RC2_6_7.txt,10.0,0.76,0.6,5.0,0.62,10792
KNN9,R1_2_1.txt,10.0,0.49,0.24,5.0,0.44,4637
KNN9,C2_2_3.txt,10.0,0.51,0.26,5.0,0.44,1779
KNN9,C1_4_2.txt,10.0,0.27,0.44,5.0,0.4,7085
KNN9,C2_10_4.txt,11.0,0.31,0.5,5.0,0.69,16923
KNN9,RC1_10_1.txt,10.0,0.24,0.71,5.0,0.53,48878
KNN9,C1_2_10.txt,10.0,0.43,0.38,15.0,0.53,2617
KNN9,C2_4_6.txt,10.0,0.6,0.31,5.0,0.58,3845
KNN9,R2_4_1.txt,10.0,0.64,0.33,5.0,0.33,7585
KNN9,RC1_10_6.txt,10.0,0.3,0.69,5.0,0.64,47394
KNN9,R2_10_7.txt,10.0,0.17,0.54,5.0,0.67,25417
KNN9,RC1_2_5.txt,16.0,0.53,0.32,8.0,0.4,3320
KNN9,C1_8_10.txt,10.0,0.31,0.39,5.0,0.32,24743
KNN9,R2_2_4.txt,13.0,0.34,0.31,16.0,0.49,1948
KNN9,C1_10_4.txt,10.0,0.4,0.59,5.0,0.23,41549
KNN9,R1_2_8.txt,10.0,0.51,0.24,5.0,0.42,2950
KNN9,R2_8_3.txt,10.0,0.42,0.67,5.0,0.78,17951
KNN9,R1_6_5.txt,10.0,0.3,0.56,5.0,0.58,20108
KNN9,C1_10_8.txt,10.0,0.32,0.52,5.0,0.26,42252
KNN9,C2_6_8.txt,10.0,0.56,0.4,5.0,0.47,7354
KNN9,R2_4_8.txt,10.0,0.4,0.58,5.0,0.44,4153
KNN9,R1_8_2.txt,12.0,0.46,0.6,5.0,0.66,34795
KNN9,C1_8_2.txt,10.0,0.38,0.48,5.0,0.36,25083
KNN9,RC1_6_3.txt,10.0,0.21,0.62,5.0,0.38,15622
KNN9,RC2_10_2.txt,10.0,0.31,0.67,5.0,0.71,26171
KNN9,R1_10_8.txt,10.0,0.22,0.52,5.0,0.58,44771
KNN9,RC2_6_8.txt,10.0,0.36,0.6,5.0,0.29,10067
KNN9,R2_10_9.txt,10.0,0.53,0.49,5.0,0.78,34238
KNN9,R2_6_5.txt,10.0,0.56,0.49,5.0,0.67,14124
KNN9,RC2_4_1.txt,16.0,0.53,0.38,5.0,0.42,6150
